,Product,Product Page,Product Title,Product subtitle,Developer,Rating,Ranking,Availability,Size,Lang,Version,Category
966,مصاريف,https://itunes.apple.com/sa/app/%D9%85%D8%B5%D8%A7%D8%B1%D9%8A%D9%81/id463676434?mt=8,"مصاريف
          4+",NA,WebFun,4.7,#27 in Finance,Free,24.1 MB,English,Version 2.4,Finance
967,SambaMobile,https://itunes.apple.com/sa/app/sambamobile/id382039330?mt=8,"SambaMobile
          4+",NA,Samba Financial Group,3,#17 in Finance,Free,50.3 MB,"English, Arabic",Version 11.0.35,Finance
968,اسعار العملات الدولية,https://itunes.apple.com/sa/app/%D8%A7%D8%B3%D8%B9%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D9%85%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A%D8%A9/id1056814534?mt=8,"اسعار العملات الدولية
          4+",افضل محوّل للعملات,Ibrahim Majdalani,4.1,#10 in Finance,Free,32.2 MB,English,Version 1.42,Finance
969,Albilad App,https://itunes.apple.com/sa/app/albilad-app/id469616867?mt=8,"Albilad App
          4+",NA,AL BILAD BANK,2.7,#12 in Finance,Free,87.5 MB,"English, Arabic",Version 3.02.0,Finance
970,أسعار العملات,https://itunes.apple.com/sa/app/%D8%A3%D8%B3%D8%B9%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D9%85%D9%84%D8%A7%D8%AA/id415591208?mt=8,"أسعار العملات
          4+",اسعار العملات والذهب والفضة,Mohamed Mohamed,4.7,#46 in Finance,Free,39.2 MB,English,Version 4.1.1,Finance
971,موعد الرواتب - حساب المواطن,https://itunes.apple.com/sa/app/%D9%85%D9%88%D8%B9%D8%AF-%D8%A7%D9%84%D8%B1%D9%88%D8%A7%D8%AA%D8%A8-%D8%AD%D8%B3%D8%A7%D8%A8-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D8%B7%D9%86/id1168452213?mt=8,"موعد الرواتب - حساب المواطن
          4+",رواتب السعودية | حساب المواطن,Anas Almohammadi,3.7,#23 in Finance,Free,24.8 MB,English,Version 3.8,Finance
972,ANB Mobile- Arab National Bank,https://itunes.apple.com/sa/app/anb-mobile-arab-national-bank/id644231984?mt=8,"ANB Mobile- Arab National Bank
          4+",NA,ANB SA,4.1,#18 in Finance,Free,29 MB,"English, Arabic",Version 2.0.1,Finance
973,STC Pay,https://itunes.apple.com/sa/app/stc-pay/id1364197140?mt=8,"STC Pay
          4+",ادفع بجوالك بكل سهولة وأمان,STCPay,3.7,#7 in Finance,Free,107.3 MB,"English, Arabic",Version 1.2.7,Finance
974,SABB Mobile,https://itunes.apple.com/sa/app/sabb-mobile/id537144619?mt=8,"SABB Mobile
          4+",NA,The Saudi British Bank,2.2,#24 in Finance,Free,52.2 MB,"English, Arabic",Version 1.5.23.3,Finance
975,Simah,https://itunes.apple.com/sa/app/simah/id919072738?mt=8,"Simah
          4+",NA,Simah,3,#20 in Finance,Free,53.2 MB,English,Version 3.7,Finance
976,PayPal,https://itunes.apple.com/sa/app/paypal/id283646709?mt=8,"PayPal
          4+",Transfer Money & Mobile Pay,"PayPal, Inc.",4.7,#14 in Finance,Free,374.1 MB,"English, Arabic, Chinese, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Norwegian Bokmål, Polish, Portuguese, Russian, Slovak, Spanish, Swedish, Thai, Turkish",Version 7.7.2,Finance
977,SAIB,https://itunes.apple.com/sa/app/saib/id596038022?mt=8,"SAIB
          4+",NA,The Saudi Investment Bank,3,#15 in Finance,Free,53.8 MB,English,Version 3.0.1,Finance
978,FransiMobile,https://itunes.apple.com/sa/app/fransimobile/id428927940?mt=8,"FransiMobile
          4+",NA,Banque Saudi Fransi,3.8,#19 in Finance,Free,75.3 MB,"English, Arabic",Version 10.5,Finance
979,SACO Investors Relations,https://itunes.apple.com/sa/app/saco-investors-relations/id1178517510?mt=8,"SACO Investors Relations
          4+",NA,Euroland,1.4,#13 in Finance,Free,31.3 MB,English,Version 2.0,Finance
980,AlJazira SMART,https://itunes.apple.com/sa/app/aljazira-smart/id469515886?mt=8,"AlJazira SMART
          4+",NA,BANK ALJAZIRA (BAJ),3,#21 in Finance,Free,18.5 MB,"English, Arabic",Version 4.1,Finance
981,Al Rajhi Bank Jordan,https://itunes.apple.com/sa/app/al-rajhi-bank-jordan/id1021964557?mt=8,"Al Rajhi Bank Jordan
          4+",NA,Al Rajhi Banking and Investment Corporation,3.5,#33 in Finance,Free,9.2 MB,English,Version 1.5,Finance
982,Trading 212,https://itunes.apple.com/sa/app/trading-212/id566325832?mt=8,"Trading 212
          4+","Stocks, ETFs, Forex, Gold",Trading 212,4.2,#184 in Finance,Free,86.8 MB,"English, Bulgarian, Dutch, French, German, Italian, Polish, Romanian, Russian, Simplified Chinese, Spanish",Version 5.2.1,Finance
983,Plus500 Online Trading,https://itunes.apple.com/sa/app/plus500-online-trading/id417962622?mt=8,"Plus500 Online Trading
          4+","CFDs: Bitcoin, Stocks, Forex",Plus500 Ltd,4.3,#9 in Finance,Free,74 MB,"English, Arabic, Bulgarian, Croatian, Czech, Danish, Dutch, Estonian, Finnish, French, German, Greek, Hebrew, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Latvian, Lithuanian, Malay, Maltese, Norwegian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swedish, Traditional Chinese, Turkish",Version 11.7,Finance
984,NCBC Mobile,https://itunes.apple.com/sa/app/ncbc-mobile/id933710630?mt=8,"NCBC Mobile
          4+",NA,The National Commercial Bank (NCB),2.7,#32 in Finance,Free,11.3 MB,"English, Arabic, Italian",Version 1.40,Finance
985,Tawuniya التعاونية,https://itunes.apple.com/sa/app/tawuniya-%D8%A7%D9%84%D8%AA%D8%B9%D8%A7%D9%88%D9%86%D9%8A%D8%A9/id573176914?mt=8,"Tawuniya التعاونية
          4+",Tawuniya eServices Application,Tawuniya,2,#26 in Finance,Free,43 MB,"English, Arabic",Version 3.6,Finance
986,Alinma Token - تحقق الإنماء,https://itunes.apple.com/sa/app/alinma-token-%D8%AA%D8%AD%D9%82%D9%82-%D8%A7%D9%84%D8%A5%D9%86%D9%85%D8%A7%D8%A1/id975126965?mt=8,"Alinma Token - تحقق الإنماء
          4+",NA,Alinma Bank,2,#16 in Finance,Free,11.5 MB,"English, Arabic",Version 1.4.0,Finance
987,Tadawul,https://itunes.apple.com/sa/app/tadawul/id443798046?mt=8,"Tadawul
          4+",NA,Saudi Stock Exchange (Tadawul),3.6,#35 in Finance,Free,78.9 MB,"English, Arabic, French",Version 4.6.2,Finance
988,Al Rajhi Tadawul - Mobile,https://itunes.apple.com/sa/app/al-rajhi-tadawul-mobile/id878537241?mt=8,"Al Rajhi Tadawul - Mobile
          4+",NA,Al Rajhi Capital,3.2,#25 in Finance,Free,5.5 MB,"English, Arabic, Italian",Version 24,Finance
989,AlAhliToken,https://itunes.apple.com/sa/app/alahlitoken/id517508724?mt=8,"AlAhliToken
          4+",NA,The National Commercial Bank (NCB),4.1,#76 in Finance,Free,10.9 MB,"English, Arabic",Version 2.4.2,Finance
990,Alawwal Mobile,https://itunes.apple.com/sa/app/alawwal-mobile/id688245091?mt=8,"Alawwal Mobile
          17+",NA,Alawwal Bank,3.7,#31 in Finance,Free,35.4 MB,"English, Dutch, French, German, Italian",Version 2.3.3,Finance
991,فاتورتي Fatoraty,https://itunes.apple.com/sa/app/%D9%81%D8%A7%D8%AA%D9%88%D8%B1%D8%AA%D9%8A-fatoraty/id1352783091?mt=8,"فاتورتي Fatoraty
          4+",Storing photocopies of invoice,Consumer Protection Association,3.1,#40 in Finance,Free,49.1 MB,"English, Catalan, French, German, Italian, Portuguese, Simplified Chinese, Spanish",Version 1.0.8,Finance
992,Argaam - أرقام,https://itunes.apple.com/sa/app/argaam-%D8%A3%D8%B1%D9%82%D8%A7%D9%85/id412588115?mt=8,"Argaam - أرقام
          4+",NA,ARGAAM INVESTMENT TRADING COMPANY,4.5,#44 in Finance,Free,60.3 MB,English,Version 3.1.8,Finance
993,meem KSA,https://itunes.apple.com/sa/app/meem-ksa/id824700516?mt=8,"meem KSA
          4+",NA,GIB,3.4,#45 in Finance,Free,73.7 MB,English,Version 10.31,Finance
994,MetaTrader 4. Currency Market,https://itunes.apple.com/sa/app/metatrader-4-currency-market/id496212596?mt=8,"MetaTrader 4. Currency Market
          4+",Trading & Technical analysis,MetaQuotes Software Corp.,4.3,#37 in Finance,Free,19.7 MB,"English, Arabic, Czech, French, German, Greek, Hindi, Indonesian, Italian, Japanese, Korean, Malay, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Version 4.0.1171,Finance
995,AlAhlieCorp,https://itunes.apple.com/sa/app/alahliecorp/id1073411806?mt=8,"AlAhlieCorp
          4+",Your Corporate Banking Choice,The National Commercial Bank (NCB),3.3,#11 in Finance,Free,18.7 MB,"English, Arabic",Version 1.0.2,Finance
996,eToro - Social Trading,https://itunes.apple.com/sa/app/etoro-social-trading/id674984916?mt=8,"eToro - Social Trading
          4+",Trade Crypto & Stocks,eToro,3.8,#66 in Finance,Free,68.2 MB,"English, Chinese, Danish, Dutch, Finnish, French, German, Italian, Malay, Norwegian, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Vietnamese",Version 158.0.0,Finance
997,HalalaH - هللة,https://itunes.apple.com/sa/app/halalah-%D9%87%D9%84%D9%84%D8%A9/id1281314108?mt=8,"HalalaH - هللة
          4+",HalalaH Company,HalalaH Company,3.6,#36 in Finance,Free,133.3 MB,"English, Arabic",Version 5.0.1,Finance
998,ALJ Finance,https://itunes.apple.com/sa/app/alj-finance/id1003021438?mt=8,"ALJ Finance
          4+",NA,ALJFinance - Abdul Latif Jameel United Finance,2.1,#41 in Finance,Free,58.1 MB,English,Version 1.6,Finance
999,Currency Today,https://itunes.apple.com/sa/app/currency-today/id890072325?mt=8,"Currency Today
          4+",أسعار العملات / Exchange Rates,Mostafa Hassan,4.8,#42 in Finance,Free,39.3 MB,"English, Arabic, French, Japanese",Version 4.3,Finance
1000,ASG - بوابة تطبيقات الإنماء,https://itunes.apple.com/sa/app/asg-%D8%A8%D9%88%D8%A7%D8%A8%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82%D8%A7%D8%AA-%D8%A7%D9%84%D8%A5%D9%86%D9%85%D8%A7%D8%A1/id1215577033?mt=8,"ASG - بوابة تطبيقات الإنماء
          4+",Alinma Smart Gate,Alinma Bank,4.1,#22 in Finance,Free,9.2 MB,English,Version 1.6,Finance
1001,Tahweel Al Rajhi KSA,https://itunes.apple.com/sa/app/tahweel-al-rajhi-ksa/id1415728683?mt=8,"Tahweel Al Rajhi KSA
          4+",NA,Al Rajhi Banking and Investment Corporation,2,#28 in Finance,Free,27.1 MB,English,Version 2.1.0,Finance
1002,حاسبة التخفيضات,https://itunes.apple.com/sa/app/%D8%AD%D8%A7%D8%B3%D8%A8%D8%A9-%D8%A7%D9%84%D8%AA%D8%AE%D9%81%D9%8A%D8%B6%D8%A7%D8%AA/id505837831?mt=8,"حاسبة التخفيضات
          4+",NA,Adeeb Bukhari,3.9,"3.9, 24 Ratings",Free,7.1 MB,English,Version 3,Finance
1003,سيركليز جمعية circlysادخار,https://itunes.apple.com/sa/app/%D8%B3%D9%8A%D8%B1%D9%83%D9%84%D9%8A%D8%B2-%D8%AC%D9%85%D8%B9%D9%8A%D8%A9-circlys%D8%A7%D8%AF%D8%AE%D8%A7%D8%B1/id1224588436?mt=8,"سيركليز جمعية circlysادخار
          4+",حلم اليوم ... واقع الغد,Khalid Hassoun,3.5,#30 in Finance,Free,37.6 MB,English,Version 1.5,Finance
1004,Zakaty - زكاتي,https://itunes.apple.com/sa/app/zakaty-%D8%B2%D9%83%D8%A7%D8%AA%D9%8A/id1374131337?mt=8,"Zakaty - زكاتي
          4+",Zakaty,General Authority for Zakat & Tax,4.4,#141 in Finance,Free,110.2 MB,,Version 1.1,Finance
1005,Investing.com Stocks,https://itunes.apple.com/sa/app/investing-com-stocks/id909998122?mt=8,"Investing.com Stocks
          4+",Real-Time Financial Markets,Fusion Media Limited,4.6,#68 in Finance,Free,144.4 MB,"English, Arabic, Dutch, French, German, Hebrew, Italian, Japanese, Korean, Polish, Portuguese, Simplified Chinese, Turkish",Version 5.0,Finance
1006,Xtrade - Online CFD Trading,https://itunes.apple.com/sa/app/xtrade-online-cfd-trading/id864027750?mt=8,"Xtrade - Online CFD Trading
          4+",NA,XTRADE EUROPE LTD,3.5,#133 in Finance,Free,26.3 MB,English,Version 6.0.34,Finance
1007,Amex Saudi Arabia App,https://itunes.apple.com/sa/app/amex-saudi-arabia-app/id628898723?mt=8,"Amex Saudi Arabia App
          4+",NA,American Express (Saudi Arabia) Ltd.,4.2,#74 in Finance,Free,44.4 MB,English,Version 9.3.0,Finance
1008,Alinma Tadawul - تداول الإنماء,https://itunes.apple.com/sa/app/alinma-tadawul-%D8%AA%D8%AF%D8%A7%D9%88%D9%84-%D8%A7%D9%84%D8%A5%D9%86%D9%85%D8%A7%D8%A1/id879915586?mt=8,"Alinma Tadawul - تداول الإنماء
          4+",NA,Alinma Investmnet,2.1,#38 in Finance,Free,12.2 MB,English,Version 2.1.3,Finance
1009,ميزانيتي : المصاريف و المداخيل و تحويل العملات,https://itunes.apple.com/sa/app/%D9%85%D9%8A%D8%B2%D8%A7%D9%86%D9%8A%D8%AA%D9%8A-%D8%A7%D9%84%D9%85%D8%B5%D8%A7%D8%B1%D9%8A%D9%81-%D9%88-%D8%A7%D9%84%D9%85%D8%AF%D8%A7%D8%AE%D9%8A%D9%84-%D9%88-%D8%AA%D8%AD%D9%88%D9%8A%D9%84-%D8%A7%D9%84%D8%B9%D9%85%D9%84%D8%A7%D8%AA/id972678251?mt=8,"ميزانيتي : المصاريف و المداخيل و تحويل العملات
          4+",NA,ARAPPDEV,3.7,#98 in Finance,Free,19.3 MB,English,Version 1.6,Finance
1010,ذهب - لأسعار الذهب اليوم,https://itunes.apple.com/sa/app/%D8%B0%D9%87%D8%A8-%D9%84%D8%A3%D8%B3%D8%B9%D8%A7%D8%B1-%D8%A7%D9%84%D8%B0%D9%87%D8%A8-%D8%A7%D9%84%D9%8A%D9%88%D9%85/id1089330373?mt=8,"ذهب - لأسعار الذهب اليوم
          4+",NA,ali hassan,3.3,#47 in Finance,Free,7.8 MB,English,Version 3.0.1,Finance
1011,Business Token,https://itunes.apple.com/sa/app/business-token/id888683395?mt=8,"Business Token
          4+",NA,Al Rajhi Banking and Investment Corporation,2.2,#90 in Finance,Free,9.8 MB,Arabic,Version 4.6.6,Finance
1012,ANB Tawtheeq,https://itunes.apple.com/sa/app/anb-tawtheeq/id1001951258?mt=8,"ANB Tawtheeq
          4+",NA,ANB SA,3.4,#78 in Finance,Free,13.4 MB,"English, Arabic",Version 4.11.6,Finance
1013,Currency Convert,https://itunes.apple.com/sa/app/currency-convert/id354091507?mt=8,"Currency Convert
          4+",NA,"Hearn Apps, LLC",4.3,#154 in Finance,Free,11.4 MB,"English, French, Simplified Chinese, Spanish",Version 3.0.10,Finance
1014,Riyad Tadawul Mobile,https://itunes.apple.com/sa/app/riyad-tadawul-mobile/id925309204?mt=8,"Riyad Tadawul Mobile
          4+",NA,Riyad Capital,2.8,#50 in Finance,Free,10.1 MB,English,Version 1.6.3,Finance
1015,Tamean,https://itunes.apple.com/sa/app/tamean/id1268093338?mt=8,"Tamean
          4+",Your insurance simplified,Ali Albusaleh,1.5,#39 in Finance,Free,13.3 MB,English,NA,Finance
1016,RiyadToken,https://itunes.apple.com/sa/app/riyadtoken/id1003015865?mt=8,"RiyadToken
          4+",NA,RiyadBank,4.2,#139 in Finance,Free,9.7 MB,"English, Arabic",Version 1.2,Finance
1017,TickerChart Live for iPhone,https://itunes.apple.com/sa/app/tickerchart-live-for-iphone/id954301283?mt=8,"TickerChart Live for iPhone
          4+",NA,UniTicker,3.4,#86 in Finance,Free,82.3 MB,"English, Arabic",Version 1.5.34,Finance
1018,RiyadBank Mobile,https://itunes.apple.com/sa/app/riyadbank-mobile/id1445567211?mt=8,"RiyadBank Mobile
          4+",NA,RiyadBank,3.9,#1 in Finance,Free,125 MB,English,Version 1.0.6,Finance
1019,iSpreadsheet™ : Office Sheets,https://itunes.apple.com/sa/app/ispreadsheet-office-sheets/id306226132?mt=8,"iSpreadsheet™ : Office Sheets
          4+",Spreadsheet with Excel Formula,Savy Soda,4.7,"4.7, 81 Ratings",Free,46.4 MB,"English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Vietnamese",Version 11.5,Finance
1020,Alinma Acc.-فتح حساب الإنماء,https://itunes.apple.com/sa/app/alinma-acc-%D9%81%D8%AA%D8%AD-%D8%AD%D8%B3%D8%A7%D8%A8-%D8%A7%D9%84%D8%A5%D9%86%D9%85%D8%A7%D8%A1/id1215587080?mt=8,"Alinma Acc.-فتح حساب الإنماء
          4+",NA,Alinma Bank,3.6,#34 in Finance,Free,9.4 MB,"English, Dutch, French, German, Italian, Portuguese",Version 1.7,Finance
1021,iFOREX: استثمر وتَداول وتعلَّم,https://itunes.apple.com/sa/app/iforex-%D8%A7%D8%B3%D8%AA%D8%AB%D9%85%D8%B1-%D9%88%D8%AA-%D8%AF%D8%A7%D9%88%D9%84-%D9%88%D8%AA%D8%B9%D9%84-%D9%85/id1232534951?mt=8,"iFOREX: استثمر وتَداول وتعلَّم
          4+",أفضل الأسواق: الأسهم وعقود CFD,Formula Investment House Ltd.,4.1,#29 in Finance,Free,16.5 MB,"English, Arabic, Chinese, Czech, Dutch, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Polish, Portuguese, Romanian, Russian, Spanish",Version 2.1.16,Finance
1022,FedMobile,https://itunes.apple.com/sa/app/fedmobile/id1027354100?mt=8,"FedMobile
          4+",NA,Federal Bank,4,#59 in Finance,Free,28.7 MB,"English, Hindi",Version 3.3.15,Finance
1023,أسعار العملات العالمية,https://itunes.apple.com/sa/app/%D8%A3%D8%B3%D8%B9%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D9%85%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A9/id1045408390?mt=8,"أسعار العملات العالمية
          4+",NA,Mohamed Mohamed,4.6,#195 in Finance,Free,8.2 MB,English,Version 2.1.5,Finance
1024,Tadawulaty - تداولاتي,https://itunes.apple.com/sa/app/tadawulaty-%D8%AA%D8%AF%D8%A7%D9%88%D9%84%D8%A7%D8%AA%D9%8A/id1006565103?mt=8,"Tadawulaty - تداولاتي
          4+",NA,Saudi Stock Exchange (Tadawul),2.4,#95 in Finance,Free,54.2 MB,English,Version 2.3.4,Finance
1025,تحويل العملات : أسعار مباشرة,https://itunes.apple.com/sa/app/%D8%AA%D8%AD%D9%88%D9%8A%D9%84-%D8%A7%D9%84%D8%B9%D9%85%D9%84%D8%A7%D8%AA-%D8%A3%D8%B3%D8%B9%D8%A7%D8%B1-%D9%85%D8%A8%D8%A7%D8%B4%D8%B1%D8%A9/id1164121783?mt=8,"تحويل العملات : أسعار مباشرة
          4+",سعر العملات العالمية و المحلية,KHALID MGAAD,4.2,#49 in Finance,Free,23.7 MB,English,Version 4.0,Finance
1026,SBI Anywhere Personal-yonoLITE,https://itunes.apple.com/sa/app/sbi-anywhere-personal-yonolite/id872982272?mt=8,"SBI Anywhere Personal-yonoLITE
          4+",NA,State Bank of India,3.9,#104 in Finance,Free,40.3 MB,"English, Assamese, Hindi, Kannada",Version 5.3.22,Finance
1027,بكام في البنك؟ لاسعار العملات,https://itunes.apple.com/sa/app/%D8%A8%D9%83%D8%A7%D9%85-%D9%81%D9%8A-%D8%A7%D9%84%D8%A8%D9%86%D9%83-%D9%84%D8%A7%D8%B3%D8%B9%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D9%85%D9%84%D8%A7%D8%AA/id1176278483?mt=8,"بكام في البنك؟ لاسعار العملات
          4+",اسعار العملات في بنوك مصر,Ahmed Kamal,4.4,#81 in Finance,Free,34.2 MB,English,Version 1.6.5,Finance
1028,Gold Price Live,https://itunes.apple.com/sa/app/gold-price-live/id410177268?mt=8,"Gold Price Live
          4+",NA,"Gold Price Group, Inc.",3.2,#93 in Finance,Free,80.1 MB,,Version 2.08,Finance
1029,Kcast Gold Live!+,https://itunes.apple.com/sa/app/kcast-gold-live/id298687558?mt=8,"Kcast Gold Live!+
          4+",NA,Kitco Metals Inc,4.6,#94 in Finance,Free,20.9 MB,"English, French, Simplified Chinese, Traditional Chinese",Version 3.2.6,Finance
1030,Data Monitor - Manage Data Usage in Real Time,https://itunes.apple.com/sa/app/data-monitor-manage-data-usage-in-real-time/id576233634?mt=8,"Data Monitor - Manage Data Usage in Real Time
          4+",NA,"Nutec Apps, LLC",3,"3.0, 1 Rating",Free,8.5 MB,English,Version 4.01,Finance
1031,BDO Personal Banking,https://itunes.apple.com/sa/app/bdo-personal-banking/id673015230?mt=8,"BDO Personal Banking
          4+",NA,"BDO Unibank, Inc.",2.5,#58 in Finance,Free,94.1 MB,English,Version 5.5.0,Finance
1032,FedBook,https://itunes.apple.com/sa/app/fedbook/id725477152?mt=8,"FedBook
          4+",NA,Federal Bank,3.7,#106 in Finance,Free,16.9 MB,"English, Hindi, Malayalam",Version 5.0.4,Finance
1033,Enjaz Remittance Service,https://itunes.apple.com/sa/app/enjaz-remittance-service/id1080308156?mt=8,"Enjaz Remittance Service
          4+",NA,AL BILAD BANK,2.2,#51 in Finance,Free,20.8 MB,"English, Arabic",NA,Finance
1034,مصاريفك - مجاني,https://itunes.apple.com/sa/app/%D9%85%D8%B5%D8%A7%D8%B1%D9%8A%D9%81%D9%83-%D9%85%D8%AC%D8%A7%D9%86%D9%8A/id638181185?mt=8,"مصاريفك - مجاني
          4+",NA,mobiStine,2.8,"2.8, 4 Ratings",Free,4.9 MB,English,NA,Finance
1035,بوابة وزارة المالية,https://itunes.apple.com/sa/app/%D8%A8%D9%88%D8%A7%D8%A8%D8%A9-%D9%88%D8%B2%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D9%85%D8%A7%D9%84%D9%8A%D8%A9/id1148971973?mt=8,"بوابة وزارة المالية
          4+",NA,Ministry of Finance of kingdom saudi arabia,3.8,#60 in Finance,Free,24 MB,English,Version 2.1,Finance
1036,mBOK Mobile Banking,https://itunes.apple.com/sa/app/mbok-mobile-banking/id794885974?mt=8,"mBOK Mobile Banking
          4+",NA,Amit Darda,4,#72 in Finance,Free,36.6 MB,"English, Arabic",Version 3.2,Finance
1037,"MetaTrader 5 - Forex, Stocks",https://itunes.apple.com/sa/app/metatrader-5-forex-stocks/id413251709?mt=8,"MetaTrader 5 - Forex, Stocks
          4+",Trading & Techanalysis,MetaQuotes Software Corp.,4.3,#64 in Finance,Free,20.3 MB,"English, Arabic, Czech, Dutch, French, German, Greek, Hindi, Indonesian, Italian, Japanese, Korean, Malay, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Version 5.0.1781,Finance
1038,Zakat,https://itunes.apple.com/sa/app/zakat/id545256620?mt=8,"Zakat
          4+",NA,Arabia For Information Technology,3.8,"3.8, 6 Ratings",Free,3.3 MB,English,Version 1.1,Finance
1039,Gold Price,https://itunes.apple.com/sa/app/gold-price/id293755872?mt=8,"Gold Price
          4+",NA,Kris Jenkins,4.2,"4.2, 20 Ratings",Free,10.7 MB,"English, French, German, Italian, Japanese, Polish",Version 4.1.1,Finance
1040,Masarefe - مصاريفي,https://itunes.apple.com/sa/app/masarefe-%D9%85%D8%B5%D8%A7%D8%B1%D9%8A%D9%81%D9%8A/id993479702?mt=8,"Masarefe - مصاريفي
          4+",NA,ABDELRAHMAN ALHAJ HUSSEIN,3,#159 in Finance,Free,6 MB,English,Version 2.0,Finance
1041,ExpertOption — Mobile Trading,https://itunes.apple.com/sa/app/expertoption-mobile-trading/id1044616739?mt=8,"ExpertOption — Mobile Trading
          17+",NA,ExpertOption,4,"4.0, 51 Ratings",Free,75.5 MB,"English, Afrikaans, Arabic, Bengali, Czech, Filipino, French, German, Hindi, Indonesian, Italian, Japanese, Kannada, Korean, Malay, Malayalam, Oriya, Portuguese, Russian, Simplified Chinese, Spanish, Tamil, Thai, Traditional Chinese, Turkish, Urdu, Vietnamese",Version 18.2.2,Finance
1042,Wally Lite - Personal Finance,https://itunes.apple.com/sa/app/wally-lite-personal-finance/id610314677?mt=8,"Wally Lite - Personal Finance
          4+",NA,napkin SAL,4.4,"4.4, 18 Ratings",Free,14.3 MB,"English, Arabic, Spanish",Version 2.0,Finance
1043,MedGulf App - ميدغلف,https://itunes.apple.com/sa/app/medgulf-app-%D9%85%D9%8A%D8%AF%D8%BA%D9%84%D9%81/id1272032149?mt=8,"MedGulf App - ميدغلف
          4+",NA,THE MEDITERRANEAN & GULF COOPERATIVE INSURANCE & REINSURANCE COMPANY,1.6,#57 in Finance,Free,64.5 MB,"English, Arabic",Version 1.1,Finance
1044,Ettijah - الاتجاه,https://itunes.apple.com/sa/app/ettijah-%D8%A7%D9%84%D8%A7%D8%AA%D8%AC%D8%A7%D9%87/id666852215?mt=8,"Ettijah - الاتجاه
          4+",NA,Ossouss Global Commerce,3.4,#167 in Finance,Free,2.5 MB,,Version 2.08,Finance
1045,Tadawul Trading Simulator,https://itunes.apple.com/sa/app/tadawul-trading-simulator/id1197967242?mt=8,"Tadawul Trading Simulator
          4+",نظام تداول الإفتراضي,Saudi Stock Exchange (Tadawul),4.1,#65 in Finance,Free,20.6 MB,English,Version 1.3,Finance
1046,أخبار و أسعار العملات,https://itunes.apple.com/sa/app/%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D9%88-%D8%A3%D8%B3%D8%B9%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D9%85%D9%84%D8%A7%D8%AA/id631545282?mt=8,"أخبار و أسعار العملات
          4+",NA,mobifom,4.5,"4.5, 2 Ratings",Free,18 MB,"English, German",Version 1.0.5,Finance
1047,البلاد تداول Albilad Tadawul,https://itunes.apple.com/sa/app/%D8%A7%D9%84%D8%A8%D9%84%D8%A7%D8%AF-%D8%AA%D8%AF%D8%A7%D9%88%D9%84-albilad-tadawul/id874950312?mt=8,"البلاد تداول Albilad Tadawul
          4+",NA,AL BILAD BANK,2,#61 in Finance,Free,2.7 MB,English,Version 2.0.0,Finance
1048,Q8 Trade,https://itunes.apple.com/sa/app/q8-trade/id1274214977?mt=8,"Q8 Trade
          4+",NA,Q8 Securities Co.,2,#70 in Finance,Free,10.1 MB,"English, Arabic, Burmese, Cambodian, Chinese, Danish, Dutch, Estonian, Filipino, Finnish, French, German, Hebrew, Hindi, Indonesian, Italian, Japanese, Korean, Laotian, Malay, Norwegian Bokmål, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Vietnamese",Version 1.2.1,Finance
1049,HDFC Bank MobileBanking,https://itunes.apple.com/sa/app/hdfc-bank-mobilebanking/id515891771?mt=8,"HDFC Bank MobileBanking
          4+",NA,HDFC Bank Ltd.,2.7,#198 in Finance,Free,122.6 MB,"English, Arabic, Danish, Dutch, French, German, Indonesian, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish, Vietnamese",Version 10.0.2,Finance
